,Unnamed: 0,Name,Style,StyleID,ABV,IBU,Color,Simple_style,Style_color,Style_ibu
10143,15541,Black Wheat Ale,American Porter,11,6.5,83.61,40.4,Stout/Porter,5,4
44815,71875,Hayseed,American Pale Ale,10,5.1,55.35,5.0,Pale Ale,2,5
43517,69748,Oops! Too Many Oats,American Stout,12,6.28,33.35,50.0,Stout/Porter,5,4
33751,53801,Black forest belgische pale ale,Belgian Pale Ale,24,5.65,30.0,9.18,Pale Ale,2,5
38248,61031,Belgian Dark Strong Sour,Belgian Dark Strong Ale,21,8.01,20.0,22.0,Strong Ale,3,3
44432,71273,A Pretty IPA,American IPA,7,6.81,65.3,8.22,Pale Ale,2,5
21181,33270,Bruery Rugbrod,American Wheat or Rye Beer,15,7.91,30.0,6.0,Wheat,0,0
24327,38467,Summer Wheat (3 Gallon Carboy),American Wheat Beer,14,4.29,22.71,5.27,Wheat,0,0
37425,59677,Granen,American Pale Ale,10,5.28,30.0,5.0,Pale Ale,2,5
39182,62549,Ag7,American Pale Ale,10,5.62,60.28,9.15,Pale Ale,2,5
15386,23863,CampIPA,Double IPA,56,7.85,90.0,7.99,Pale Ale,2,5
26181,41484,Mosey Riwaka Saison,Saison,134,5.65,31.37,8.38,Pale Ale,2,5
35918,57291,Unorthodox Pilsner - Not yet tested,International Pale Lager,90,4.83,28.0,4.38,Pale Lager/Blonde Ale,1,1
40911,65391,Triple Trick 4.0,Belgian Tripel,26,9.84,30.0,6.0,Pale Ale,2,5
9265,14119,MBC Dinner Clone,Imperial IPA,86,8.55,90.0,5.31,Pale Ale,2,5
38737,61828,Strawberry Fields,American Light Lager,9,4.82,21.56,4.33,Pale Lager/Blonde Ale,1,1
30480,48462,Munkefaen,Belgian Dark Strong Ale,21,9.8,38.05,22.0,Strong Ale,3,3
29086,46194,Not so red ale,American Pale Ale,10,6.04,37.82,7.59,Pale Ale,2,5
45387,72787,Schubrew - Moscow Mule - nano,American Light Lager,9,4.0,20.57,2.52,Pale Lager/Blonde Ale,1,1
34159,54447,Halfway Wheat,Witbier,175,5.16,17.14,3.18,Wheat,0,0
33214,52936,BA 15,American IPA,7,5.16,41.88,6.27,Pale Ale,2,5
40754,65145,A & J - Coconut Oatmeal Stout,Oatmeal Stout,114,5.9,46.37,40.47,Stout/Porter,5,4
8802,13362,Chocolate Empirical Stout,American Stout,12,5.78,42.41,37.41,Stout/Porter,5,4
42501,68006,Small American wheat beer,American Wheat Beer,14,4.84,24.85,4.5,Wheat,0,0
33139,52817,2017 - 08/12/17  - Hootenanny Piney IPA,American IPA,7,5.66,90.0,7.95,Pale Ale,2,5
38914,62097,INOLVIDABLE ESCOCIA minima,Sweet Stout,162,6.85,44.22,30.55,Stout/Porter,5,4
14559,22579,Moose Drool,American Brown Ale,6,5.53,30.74,25.53,Brown Ale,4,2
17796,27737,Tékkneskur Pilsner,Czech Premium Pale Lager,50,5.38,28.0,3.15,Pale Lager/Blonde Ale,1,1
43847,70292,Unnamed Hoppy Pale Ale,American Pale Ale,10,5.13,43.74,9.43,Pale Ale,2,5
28386,45071,Mosaic American IPA,American IPA,7,5.82,61.62,9.95,Pale Ale,2,5
42684,68326,#104 Vienna Lager,Vienna Lager,167,4.76,21.55,6.0,Pale Lager/Blonde Ale,1,1
22504,35508,BPA 13 Jun 2015,Belgian Pale Ale,24,4.53,30.0,9.3,Pale Ale,2,5
34980,55775,Kremøl,Cream Ale,45,6.31,10.79,5.59,Pale Lager/Blonde Ale,1,1
5603,8213,#0011 Call Me!  Blonde Ale Jamil,Blonde Ale,30,5.07,28.0,4.76,Pale Lager/Blonde Ale,1,1
8881,13500,# 7 - Pale Ale with Homegrown Hops,American Pale Ale,10,5.46,42.11,5.97,Pale Ale,2,5
22388,35319,Belgian Wit (#6),Witbier,175,5.47,11.54,4.5,Wheat,0,0
38185,60922,Shropshire Lad Clone,British Brown Ale,34,4.98,28.5,12.0,Brown Ale,4,2
4938,7163,BM's C3C Cream Ale,Cream Ale,45,4.29,19.41,4.24,Pale Lager/Blonde Ale,1,1
20008,31362,RedRum Rye,American Amber Ale,4,6.51,52.01,15.0,Pale Ale,2,5
3158,4533,Mosaic Pale Ale,American Pale Ale,10,5.1,38.44,8.67,Pale Ale,2,5
20651,32412,Pliny the Pup,Double IPA,56,8.52,90.0,8.14,Pale Ale,2,5
9158,13949,Karmeliet Clone,Weissbier,169,8.35,25.96,5.32,Wheat,0,0
31973,50961,Little Bear Falls,American IPA,7,5.53,81.34,7.45,Pale Ale,2,5
463,609,Bells Brewery - Hopslam Clone,Imperial IPA,86,9.21,90.0,10.26,Pale Ale,2,5
615,834,Paulaner Hefeweizen,Weizen/Weissbier,170,5.52,18.2,6.0,Wheat,0,0
6380,9447,Double Citra,Imperial IPA,86,7.64,82.73,9.33,Pale Ale,2,5
20213,31718,SJB's thirsty throat,American Pale Ale,10,5.79,35.92,10.72,Pale Ale,2,5
8181,12384,Midnight Zombie (Black) IPA,American IPA,7,6.24,49.75,15.0,Pale Ale,2,5
17719,27607,Springer and Son Pale Ale,British Golden Ale,35,6.45,28.0,6.0,Pale Lager/Blonde Ale,1,1
16574,25795,Maple Pecan Brown,American Brown Ale,6,7.32,46.91,26.2,Brown Ale,4,2
2716,3887,2014 - 8/1 - Keiths Brew - APA,Extra Special/Strong Bitter (ESB),68,5.4,57.68,14.83,Pale Ale,2,5
36736,58572,R1 IPA,American IPA,7,6.03,47.74,9.47,Pale Ale,2,5
26220,41546,Get SMaSHed Pale Ale,American Pale Ale,10,5.93,38.98,6.34,Pale Ale,2,5
15240,23627,Ginger Grapefruit IPA (Extract),American IPA,7,7.06,60.19,7.24,Pale Ale,2,5
30022,47702,Hair of the Unicorn,American Stout,12,6.67,46.61,40.48,Stout/Porter,5,4
5178,7536,White House Honey Ale 2nd Term,American Amber Ale,4,5.55,38.42,15.0,Pale Ale,2,5
45442,72891,Zhivkovi Coffee Porter,Robust Porter,129,6.45,28.66,38.42,Stout/Porter,5,4
22706,35838,Red Hopface,American IPA,7,4.73,48.8,15.0,Pale Ale,2,5
40722,65091,Wha' Hoppen 2,American IPA,7,4.19,69.11,6.95,Pale Ale,2,5
25783,40863,Cavalier Idaho IPA,American IPA,7,7.15,55.92,7.04,Pale Ale,2,5
21045,33055,Eric IPA,American Light Lager,9,6.4,28.0,6.0,Pale Lager/Blonde Ale,1,1
23474,37069,Scaled Up Saison,Saison,134,3.0,43.4,5.0,Pale Ale,2,5
6221,9196,2.5 gallon Oberon,American Wheat or Rye Beer,15,6.47,18.4,5.7,Wheat,0,0
13386,20688,The Star Spangled Bastard Belgian I.P.A,American IPA,7,6.51,70.78,6.4,Pale Ale,2,5
28129,44643,I like my stout with coffee and cream #2,Sweet Stout,162,5.26,29.84,46.3,Stout/Porter,5,4
7037,10538,#1 Wit Jul,Witbier,175,5.42,30.0,6.0,Wheat,0,0
15474,24001,Dark Extract Stout,Sweet Stout,162,4.7,32.74,30.98,Stout/Porter,5,4
10570,16198,HannahMac Imperial Rye IPA,Imperial IPA,86,8.05,90.0,7.07,Pale Ale,2,5
15511,24064,Mad Cow Milk Stout,Sweet Stout,162,4.58,23.95,35.2,Stout/Porter,5,4
40020,63914,Spiral Galaxy IPA Batch 2,American IPA,7,5.67,73.26,5.79,Pale Ale,2,5
41946,67079,Atomic Belgian Blonde Bombshell Ale (ABBBA)...,Belgian Blond Ale,20,6.4,27.35,4.91,Pale Lager/Blonde Ale,1,1
6358,9413,Cool gales cream ale 3g,Cream Ale,45,4.78,15.99,2.54,Pale Lager/Blonde Ale,1,1
42921,68760,Pine IPA V2,American IPA,7,6.24,94.39,7.04,Pale Ale,2,5
6691,9960,Chocolate Honey Stout,American Stout,12,10.38,45.97,26.67,Stout/Porter,5,4
10785,16555,Rock-Tober Fest II,Oktoberfest/Märzen,115,5.35,22.85,6.0,Pale Lager/Blonde Ale,1,1
15881,24660,Jämä IPA,American IPA,7,6.26,90.0,6.48,Pale Ale,2,5
31898,50841,Rose Petal Pils,Bohemian Pilsener,31,5.54,28.0,4.1,Pale Lager/Blonde Ale,1,1
33798,53861,Changelo IPA,American IPA,7,7.4,90.0,8.86,Pale Ale,2,5
28350,45010,BExpats Partigyle Bitter,Strong Bitter,159,5.99,47.32,7.95,Pale Ale,2,5
1577,2217,Ich Bin Ein Berliner-Weisse,Berliner Weisse,27,3.1,1.25,2.59,Wheat,0,0
23122,36512,My Brown Ale V5 (ESB) No Sparge,American Brown Ale,6,5.58,21.13,18.42,Brown Ale,4,2
15859,24619,Toasted Oats,Double IPA,56,8.64,91.76,5.43,Pale Ale,2,5
32335,51535,Ursarus 2,American Light Lager,9,4.05,10.78,2.55,Pale Lager/Blonde Ale,1,1
9947,15246,Porter trial,Baltic Porter,19,6.55,44.68,25.91,Stout/Porter,5,4
36561,58305,New pale,American Pale Ale,10,5.02,38.68,6.01,Pale Ale,2,5
20039,31416,Vice Squad,Weissbier,169,4.96,9.52,3.61,Wheat,0,0
20711,32514,80 - Orange Chocolate Saison 08/01/17,Saison,134,5.55,30.0,15.0,Pale Ale,2,5
21493,33800,June Bug Saison,Saison,134,6.06,36.93,5.0,Pale Ale,2,5
17551,27349,Lil Fresh Sumpin Hop Juice 2,American IPA,7,5.04,57.91,5.94,Pale Ale,2,5
32728,52181,Not WeeMac,Scottish Export,136,6.0,24.13,19.51,Strong Ale,3,3
43252,69311,Pale to the Ale,American Pale Ale,10,6.13,44.08,8.45,Pale Ale,2,5
43568,69836,Gluten Free Horchata Cream Ale,Cream Ale,45,5.13,28.0,6.0,Pale Lager/Blonde Ale,1,1
35685,56916,Chris's Best Bitter,Best Bitter,28,4.4,32.03,9.04,Pale Ale,2,5
5586,8195,1869 Simonds SB - English Pale,Extra Special/Strong Bitter (ESB),68,5.0,53.85,5.33,Pale Ale,2,5
14605,22662,Saison d'Avril,Saison,134,4.77,34.14,5.0,Pale Ale,2,5
39094,62402,Smash Azacca,American Pale Ale,10,4.9,33.76,5.71,Pale Ale,2,5
31670,50476,Citra Pale Ale III,American Pale Ale,10,5.47,41.64,6.45,Pale Ale,2,5
1515,2116,Bullwhips Cracking,American IPA,7,7.05,88.75,5.0,Pale Ale,2,5
35139,56025,Chocolate Milk Stout (NB Kit),American Stout,12,5.56,29.16,38.37,Stout/Porter,5,4
3432,4927,Pete's Wicked Ale Clone,American Amber Ale,4,4.48,31.15,10.6,Pale Ale,2,5
20863,32756,Full Pint Test Batch EPA,Blonde Ale,30,5.01,20.21,3.54,Pale Lager/Blonde Ale,1,1
4239,6118,Hop Blasted IPA,American IPA,7,7.95,57.5,9.78,Pale Ale,2,5
19773,30970,Ann Kölschter 2,Kölsch,94,4.71,27.91,3.92,Pale Lager/Blonde Ale,1,1
34158,54446,Fort Rough Estimate No. 6,Belgian Dubbel,22,7.56,36.4,11.18,Strong Ale,3,3
893,1219,Classic Oktoberfest,Oktoberfest/Märzen,115,5.37,24.54,6.0,Pale Lager/Blonde Ale,1,1
39867,63671,Full Sail Clone,American Pale Ale,10,4.5,85.59,6.44,Pale Ale,2,5
26426,41873,Bone Apple Tea,American IPA,7,7.85,54.36,6.61,Pale Ale,2,5
5074,7382,Cosmic Slop,American Amber Ale,4,5.53,35.85,12.34,Pale Ale,2,5
24900,39405,TB NOV16,American Pale Ale,10,3.84,31.36,5.0,Pale Ale,2,5
25791,40875,Alaska 4C IPA,American IPA,7,6.01,58.57,9.0,Pale Ale,2,5
15187,23537,Sweet smelling lager,Standard American Lager,156,5.14,19.24,2.97,Pale Lager/Blonde Ale,1,1
2933,4192,Have-A-G'Day IPA (Galaxy),American IPA,7,7.07,90.0,6.04,Pale Ale,2,5
32330,51530,2017  centennial,American IPA,7,5.97,90.0,10.83,Pale Ale,2,5
29265,46467,Attack of the Hops,Imperial IPA,86,7.2,90.0,12.73,Pale Ale,2,5
11970,18462,Birthday Barleywine,American Barleywine,5,22.33,43.73,18.72,Strong Ale,3,3
45066,72272,Lasaronen,German Pilsner (Pils),81,5.52,28.0,6.0,Pale Lager/Blonde Ale,1,1
28022,44474,Saint Arnold Xmas Ale 5.5 gal,American Amber Ale,4,5.95,30.0,15.0,Pale Ale,2,5
1129,1565,PK Berliner,Berliner Weisse,27,3.02,3.56,2.37,Wheat,0,0
731,992,Summit Saga IPA,American IPA,7,7.81,90.0,11.44,Pale Ale,2,5
11110,17106,Julebrygd,Oktoberfest/Märzen,115,5.59,23.69,6.0,Pale Lager/Blonde Ale,1,1
30329,48233,Lucky Black Cat IPA v2,American IPA,7,7.15,75.67,7.0,Pale Ale,2,5
3084,4414,Christmas Amber,American Amber Ale,4,7.9,46.1,14.41,Pale Ale,2,5
7297,10961,Luddite Lager,American Lager,8,4.09,18.59,2.74,Pale Lager/Blonde Ale,1,1
37356,59579,Hypothetical Mk.III,Russian Imperial Stout,132,12.42,32.52,45.09,Stout/Porter,5,4
31926,50887,Nøgne Ø #100 - Brygg 45,Double IPA,56,9.75,90.0,15.0,Pale Ale,2,5
2795,4001,Kronenbourg blanc 1664 clone,Witbier,175,5.19,19.2,3.15,Wheat,0,0
25363,40168,Thunderous Chocolate Face Melter-English Por...,Robust Porter,129,7.42,39.5,43.19,Stout/Porter,5,4
7601,11451,IBRIPA,Imperial IPA,86,8.42,88.27,15.0,Pale Ale,2,5
798,1083,Clone - Freeride APA,American Pale Ale,10,6.49,56.49,14.66,Pale Ale,2,5
22616,35699,Rosado Muerto,American IPA,7,7.43,48.36,7.27,Pale Ale,2,5
17118,26660,Wit Red Out,Witbier,175,4.61,14.87,6.0,Wheat,0,0
40208,64248,It's a Wonderful Life,Wee Heavy,168,7.93,27.91,22.0,Strong Ale,3,3
178,221,Miller Lite Clone,American Light Lager,9,4.41,14.69,2.48,Pale Lager/Blonde Ale,1,1
17558,27360,Phlying Pig's Oinking Oktoberfest,Oktoberfest/Märzen,115,5.26,24.58,6.0,Pale Lager/Blonde Ale,1,1
13798,21338,Premium Bitter III,Best Bitter,28,4.23,35.48,10.88,Pale Ale,2,5
17174,26761,Sweet Brown,American Brown Ale,6,4.93,31.84,20.46,Brown Ale,4,2
32567,51926,Deutschland 1.2,Weissbier,169,2.03,2.08,2.77,Wheat,0,0
27777,44084,Palpatine Imperial Stout,Imperial Stout,87,7.94,88.46,44.6,Stout/Porter,5,4
32966,52544,Ader Brown,American Brown Ale,6,5.91,56.22,20.8,Brown Ale,4,2
24648,38999,Kris' Pale Hop Pouri,American Pale Ale,10,5.63,30.0,6.99,Pale Ale,2,5
29769,47293,Stumpin Coffee & Milky Stoutin,American Light Lager,9,6.07,28.0,6.0,Pale Lager/Blonde Ale,1,1
16932,26353,Stouty Boy,American Stout,12,6.32,46.77,42.87,Stout/Porter,5,4
12940,19976,HBS American Pale Ale,American Pale Ale,10,5.74,47.24,9.12,Pale Ale,2,5
23849,37687,Weissbier 10/10,Weissbier,169,5.75,23.6,3.88,Wheat,0,0
11772,18142,Peach Pit Saison,Belgian Pale Ale,24,5.65,30.0,5.21,Pale Ale,2,5
38498,61425,Pilsner D'Elmeggio I,German Pilsner (Pils),81,6.4,28.0,5.28,Pale Lager/Blonde Ale,1,1
4616,6644,All Grain IPA 001,American IPA,7,6.01,85.7,9.52,Pale Ale,2,5
15103,23414,Blondes have more fun II,American Pale Ale,10,5.62,82.35,5.09,Pale Ale,2,5
7533,11336,Anarchy in the UK,American IPA,7,1.91,89.16,5.0,Pale Ale,2,5
66,81,Orange Mohawk (Shock top clone),Witbier,175,5.22,16.79,4.31,Wheat,0,0
45299,72639,Burley RyePA,American IPA,7,5.49,92.11,7.33,Pale Ale,2,5
37480,59782,Too Fucking HOT,American Light Lager,9,4.98,28.0,6.0,Pale Lager/Blonde Ale,1,1
21598,33981,Brown Scoundrel,American Strong Ale,13,6.82,63.55,18.67,Strong Ale,3,3
15689,24340,High Side IPA,American IPA,7,6.65,93.72,7.3,Pale Ale,2,5
43559,69826,Touch My Pink Button  Partnership Pumpkin Po...,American Porter,11,5.52,60.22,43.45,Stout/Porter,5,4
5033,7318,Latsvolk Maltmons A-G-K,Bohemian Pilsener,31,5.31,28.0,4.88,Pale Lager/Blonde Ale,1,1
39683,63371,PNW Hand Full,American IPA,7,6.97,73.88,6.48,Pale Ale,2,5
35340,56346,Continental Baltic Porter,Baltic Porter,19,8.28,46.78,24.0,Stout/Porter,5,4
44292,71027,Vinnipegovar,Czech Pale Lager,49,4.23,28.0,4.3,Pale Lager/Blonde Ale,1,1
20225,31734,Roggendunkel,Weizen/Weissbier,170,5.5,27.34,6.0,Wheat,0,0
17006,26469,Oatmeal Stout 2,Oatmeal Stout,114,7.16,38.12,33.8,Stout/Porter,5,4
9873,15139,Pal Ale Zip,Extra Special/Strong Bitter (ESB),68,5.45,33.73,7.6,Pale Ale,2,5
38990,62225,Ted,American Pale Ale,10,4.52,42.82,9.8,Pale Ale,2,5
787,1067,Austrian caramel lager,Munich Helles,109,5.05,28.0,6.0,Pale Lager/Blonde Ale,1,1
3332,4795,2014 - 11/8 - Box of Hops IPA,Imperial IPA,86,9.97,90.0,15.0,Pale Ale,2,5
30966,49259,Endless Summer Ale,American Pale Ale,10,4.97,34.54,7.59,Pale Ale,2,5
45580,73133,Nik's Next Hefeweizen,Weissbier,169,4.86,12.7,3.59,Wheat,0,0
6008,8864,MA Rye Saison Sorachi Ace,Saison,134,5.45,30.0,7.33,Pale Ale,2,5
24162,38204,2016-04-20 Psenice Saphir,Weizen/Weissbier,170,5.26,13.01,4.99,Wheat,0,0
8334,12644,MACC IPA,American IPA,7,7.2,65.85,7.58,Pale Ale,2,5
44715,71712,Gulating Belgisk Saison,Saison,134,7.24,35.79,6.77,Pale Ale,2,5
6297,9311,XTRA Green Submarine,Imperial IPA,86,8.18,88.94,11.16,Pale Ale,2,5
32264,51439,Bell's To Hearted Ale Clone,American IPA,7,7.54,62.79,13.45,Pale Ale,2,5
1191,1656,Dr Smurto's Golden Ale,American Pale Ale,10,5.54,30.7,8.8,Pale Ale,2,5
515,677,Saison Grissette,Saison,134,6.59,33.84,5.0,Pale Ale,2,5
30734,48874,Belgian-cara-wit,Witbier,175,5.63,21.65,6.0,Wheat,0,0
30024,47705,Bakke Brygg Berliner Weisse 22L,Berliner Weisse,27,5.47,8.01,3.88,Wheat,0,0
37244,59377,Svaberg IPA  42L,American IPA,7,5.86,68.91,8.68,Pale Ale,2,5
27223,43165,Lupuleros: Vanilla Coffee Porter,American Porter,11,5.42,39.57,39.72,Stout/Porter,5,4
21435,33696,Doms revenge,Imperial IPA,86,9.42,70.38,12.73,Pale Ale,2,5
23283,36758,Juice of the God's -10G,American IPA,7,6.57,64.04,9.45,Pale Ale,2,5
1001,1371,Jamil's Wit,Witbier,175,4.87,15.02,3.93,Wheat,0,0
14622,22686,Lunch Lady DIPA,Double IPA,56,8.52,97.25,10.38,Pale Ale,2,5
18982,29681,Thick as Thieves Stout,Foreign Extra Stout,72,7.64,51.18,34.29,Stout/Porter,5,4
17898,27915,BCBC Barrell Aged RIS partial mash,Russian Imperial Stout,132,10.47,90.0,50.0,Stout/Porter,5,4
6191,9155,Summit Extra Pale,American Pale Ale,10,5.19,43.59,12.59,Pale Ale,2,5
14175,21957,Sinfully simcoe,American Pale Ale,10,5.58,46.23,6.71,Pale Ale,2,5
40005,63896,Aria Gold Wheat,Witbier,175,5.93,8.18,4.55,Wheat,0,0
5753,8482,Episode 007 - ESB Bond,Extra Special/Strong Bitter (ESB),68,5.55,44.29,5.0,Pale Ale,2,5
34836,55542,AmWheat Ahtanum,American Light Lager,9,4.27,18.11,4.7,Pale Lager/Blonde Ale,1,1
16252,25243,01 - Oatmeal Stout,Oatmeal Stout,114,6.02,34.96,33.55,Stout/Porter,5,4
24920,39448,BRIDGE,British Strong Ale,36,6.06,35.58,4.23,Strong Ale,3,3
15905,24704,White Wheat (allagash base),Witbier,175,5.21,20.53,4.34,Wheat,0,0
1462,2046,Czech Pilsner,German Pilsner (Pils),81,4.75,19.83,2.93,Pale Lager/Blonde Ale,1,1
24299,38429,Misc Hopped IPA,American IPA,7,5.96,69.56,6.57,Pale Ale,2,5
18255,28511,IPA (Galaxy  Nelson Sauvin),American IPA,7,6.94,60.7,5.22,Pale Ale,2,5
37344,59552,Shouting Lager,Czech Pale Lager,49,4.06,28.0,3.34,Pale Lager/Blonde Ale,1,1
27464,43559,Chocolate Covered Strawberry Porter,Brown Porter,37,4.95,26.61,32.26,Stout/Porter,5,4
41639,66593,Gunn Pale Ale,Standard/Ordinary Bitter,157,2.43,30.81,5.0,Pale Ale,2,5
7349,11043,Bredgatans Everyday QIPA #26,American IPA,7,1.97,44.11,9.91,Pale Ale,2,5
4818,6969,Oscar's Porter,Brown Porter,37,4.37,31.3,27.55,Stout/Porter,5,4
220,282,Summer Citra Kölsch Partial Mash,Kölsch,94,4.76,26.42,3.75,Pale Lager/Blonde Ale,1,1
26337,41727,Holy Water - Belgian Triple,Belgian Tripel,26,9.3,30.03,5.0,Pale Ale,2,5
40848,65283,Javelin Amber Ale,American Amber Ale,4,5.19,37.55,12.31,Pale Ale,2,5
12632,19487,S & M IPA,American IPA,7,5.67,51.9,7.17,Pale Ale,2,5
19937,31233,Mike's Milk Stout,Sweet Stout,162,5.3,38.26,39.41,Stout/Porter,5,4
27773,44080,Grunnoppskrift Pils,International Pale Lager,90,5.18,23.55,3.15,Pale Lager/Blonde Ale,1,1
4603,6629,Deutschnozzle Bavarian APA,American Pale Ale,10,5.82,38.34,6.19,Pale Ale,2,5
37016,59017,Colina de Cuervo Oscura,Vienna Lager,167,6.2,28.0,6.0,Pale Lager/Blonde Ale,1,1
22499,35501,Spring Time IPA,American IPA,7,7.63,90.0,5.0,Pale Ale,2,5
39255,62674,Princess Peach IPA,Double IPA,56,8.12,90.0,9.33,Pale Ale,2,5
7036,10536,Vegard og Marits Amerikansk IPA,American IPA,7,7.26,67.54,9.56,Pale Ale,2,5
5650,8289,Jarrylo PA,American IPA,7,5.77,42.44,5.0,Pale Ale,2,5
28311,44939,IBU Monster,Imperial IPA,86,7.09,90.0,6.26,Pale Ale,2,5
17632,27470,ORM`s Dobbel,American IPA,7,6.81,86.22,9.87,Pale Ale,2,5
42737,68403,Vicey's Vienna Marzen,Märzen,102,6.04,23.35,6.0,Pale Lager/Blonde Ale,1,1
45065,72271,Hoppy Session Ale,American Pale Ale,10,4.86,38.5,5.0,Pale Ale,2,5
29863,47453,Cascade IPA Brew 1,American Light Lager,9,6.05,28.0,6.0,Pale Lager/Blonde Ale,1,1
2881,4123,Citra double ipa,Double IPA,56,9.07,64.76,5.56,Pale Ale,2,5
18061,28172,Água de Colônia,Kölsch,94,4.89,22.53,5.62,Pale Lager/Blonde Ale,1,1
22444,35418,Wheat Beer for Jen V2,American Wheat or Rye Beer,15,4.84,26.26,4.35,Wheat,0,0
901,1228,Liam's Tank 7 Saison Clone,Saison,134,7.42,45.01,5.15,Pale Ale,2,5
18981,29677,BC Pale,American Pale Ale,10,6.41,40.39,8.57,Pale Ale,2,5
39932,63776,MG Citra IPA,American IPA,7,6.39,94.25,11.13,Pale Ale,2,5
34949,55721,MRT_201707_BLONDE,Blonde Ale,30,4.93,20.54,5.95,Pale Lager/Blonde Ale,1,1
8488,12867,FRANCONIAN PALE ALE,American Pale Ale,10,4.98,32.26,5.39,Pale Ale,2,5
30232,48082,House IPA #1,American IPA,7,7.22,78.69,5.0,Pale Ale,2,5
23464,37056,Batch2_15Jan2016,American Light Lager,9,3.62,28.0,6.0,Pale Lager/Blonde Ale,1,1
8219,12447,Hacienda Lager 3.5g,Vienna Lager,167,4.31,20.69,6.0,Pale Lager/Blonde Ale,1,1
1627,2286,Scotch Rocket,Strong Scotch Ale,160,9.13,40.08,22.0,Strong Ale,3,3
6772,10096,New Mayberry Brown Ale (UNDER DEVELOPMENT)...,Northern English Brown,113,4.41,25.27,17.98,Brown Ale,4,2
12021,18547,A Bit Of Special,American Pale Ale,10,5.61,30.0,8.29,Pale Ale,2,5
14678,22767,Big Bloke,British Strong Ale,36,7.06,47.9,17.19,Strong Ale,3,3
11440,17644,Lc2 crystal hop cream ale,Cream Ale,45,4.33,28.0,2.91,Pale Lager/Blonde Ale,1,1
41202,65849,Trick or Wheat,Weissbier,169,6.79,30.0,6.0,Wheat,0,0
43431,69604,Azacca Wheat,American Wheat Beer,14,4.62,21.16,3.86,Wheat,0,0
28967,46007,Daybreak,Belgian Tripel,26,9.0,30.0,5.0,Pale Ale,2,5
40025,63920,GF Fresh Hop,American Pale Ale,10,5.76,90.0,7.11,Pale Ale,2,5
2580,3667,Pecan porter,Robust Porter,129,5.28,35.85,30.43,Stout/Porter,5,4
43355,69484,Cream Ale - Spotted Cow #3,American Light Lager,9,6.21,28.0,5.95,Pale Lager/Blonde Ale,1,1
34924,55686,Plinedrop Hoppyalis,American IPA,7,5.64,86.37,8.98,Pale Ale,2,5
4340,6263,Buggz' Brown Ale,Northern English Brown,113,4.98,27.17,16.01,Brown Ale,4,2
42401,67843,German PILSNER,German Pils,80,5.04,28.0,3.23,Pale Lager/Blonde Ale,1,1
35461,56563,First flight,American Pale Ale,10,4.63,42.0,8.95,Pale Ale,2,5
18771,29357,Dead Ringer New England Style,American IPA,7,6.6,42.76,9.09,Pale Ale,2,5
1073,1485,Pacifico clone,American Light Lager,9,4.74,13.95,2.92,Pale Lager/Blonde Ale,1,1
21638,34036,Ingefærøl ale type,American Light Lager,9,4.32,9.34,2.64,Pale Lager/Blonde Ale,1,1
17065,26552,Felucia English IPA- Revised,English IPA,65,6.29,55.96,7.12,Pale Ale,2,5
37298,59478,10G Split Wheat Saison,Saison,134,5.35,30.0,5.0,Pale Ale,2,5
29351,46597,Big Fat Russian Imp. Stout,Russian Imperial Stout,132,8.86,57.19,39.74,Stout/Porter,5,4
32626,52004,English Best Bitter Ale,Best Bitter,28,4.08,33.3,12.57,Pale Ale,2,5
3159,4534,Baltic Porter II,Baltic Porter,19,8.19,32.63,27.05,Stout/Porter,5,4
38353,61197,3068 - Kinky Kastle,Weissbier,169,5.02,16.58,3.86,Wheat,0,0
35755,57022,Redux ipa,American IPA,7,6.4,47.7,7.08,Pale Ale,2,5
21292,33456,Aaron's Stout,American Stout,12,6.02,54.33,50.0,Stout/Porter,5,4
34650,55248,Tørr Irsk Staut,Irish Stout,93,4.49,32.51,32.22,Stout/Porter,5,4
21398,33638,T1B - Amber Ale,American Amber Ale,4,5.68,30.0,14.86,Pale Ale,2,5
31334,49898,Coffee porter(2),Robust Porter,129,5.54,35.32,39.1,Stout/Porter,5,4
18324,28632,Stor Bølge,American Light Lager,9,5.26,28.0,6.0,Pale Lager/Blonde Ale,1,1
19680,30825,Baklava Double Brown,American Brown Ale,6,5.96,103.21,37.97,Brown Ale,4,2
5974,8803,Citra Pale at Lone Mountain Brewery 11/16...,American IPA,7,6.39,52.45,5.0,Pale Ale,2,5
3729,5367,Haffenreffer Private Stock  Malt Liquor,Premium American Lager,124,6.46,19.16,4.05,Pale Lager/Blonde Ale,1,1
490,639,Blonde Joke Blonde Ale,Belgian Blond Ale,20,6.4,28.0,5.22,Pale Lager/Blonde Ale,1,1
22092,34821,Meetic.be Ale,American Pale Ale,10,5.62,42.95,6.97,Pale Ale,2,5
33949,54118,Angry Woman IPA,American IPA,7,8.79,90.0,6.98,Pale Ale,2,5
1375,1923,Blindfold IPA Clone,American IPA,7,6.77,90.0,15.0,Pale Ale,2,5
37782,60260,Superhoser IPA,Double IPA,56,7.78,74.27,7.89,Pale Ale,2,5
31658,50455,Lager Test UK 1,Munich Helles,109,4.85,21.31,5.94,Pale Lager/Blonde Ale,1,1
17010,26473,Nuber Vier (Large Batch),Belgian Dark Strong Ale,21,11.14,38.18,22.0,Strong Ale,3,3
